"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_item_soul_gem_Lore"                               "Gem used for trapping innocent souls."
		"DOTA_Tooltip_ability_item_soul_gem_bonus_str"                          "+$str"
		"DOTA_Tooltip_ability_item_soul_gem_bonus_agi"                          "+$agi"
		"DOTA_Tooltip_ability_item_soul_gem_bonus_int"                          "+$int"
//==================================================================
// Splash Cannon
//==================================================================

"DOTA_Tooltip_Ability_item_splash_cannon"                          "Splash Cannon"
"DOTA_Tooltip_Ability_item_recipe_splash_cannon"                   "Splash Cannon Recipe"
"DOTA_Tooltip_Ability_item_splash_cannon_Description"              "<h1>Active: Cannon Fire</h1> Bombard an area with a cannoball. Enemies in the area will be damaged and knocked back. Damage is equal to %active_damage% + %active_splash_percent%%% of your attack damage. Using Cannon Fire will cause a powerful recoil, pushing you backwards.<br><br>Radius: %active_radius%<br>Knockback distance: %knockback_distance%<br>Range: %abilitycastrange% \n\n<h1>Passive: Splash Attack</h1> Causes your attacks to deal %passive_splash_percent%%% splash damage in a %passive_splash_radius% radius."
"DOTA_Tooltip_Ability_item_splash_cannon_Lore"                     "A lost Hero's equipment. Its user becomes the bastion of the battlefield, repelling even the most formidable enemy forces."
"DOTA_Tooltip_Ability_item_splash_cannon_Note0"                    "Splash Cannon bonus attack range doesn't stack with Dragon Lance, Hurricane Pike or with another Splash Cannon."
"DOTA_Tooltip_Ability_item_splash_cannon_bonus_agility"            "+$agi"
"DOTA_Tooltip_Ability_item_splash_cannon_bonus_strength"           "+$str"
"DOTA_Tooltip_Ability_item_splash_cannon_bonus_intellect"          "+$int"
"DOTA_Tooltip_Ability_item_splash_cannon_bonus_health"             "+$health"
"DOTA_Tooltip_Ability_item_splash_cannon_bonus_health_regen"       "+$hp_regen"
"DOTA_Tooltip_Ability_item_splash_cannon_bonus_attack_range"       "+$attack_range"
"DOTA_Tooltip_Ability_item_splash_cannon_bonus_damage"             "+$damage"
		
		"DOTA_Tooltip_ability_item_recipe_staff_of_negation"                    "Recipe for Staff Of Negation"
		"DOTA_Tooltip_ability_item_recipe_staff_of_negation_Description"        ""
		
		"DOTA_Tooltip_ability_item_staff_of_negation"                           "Staff Of Negation"
		"DOTA_Tooltip_ability_item_staff_of_negation_Description"               "<h1>Active: Negate</h1> Leashes, slows movement and attack speed, disables healing and purges all enemies in a radius. Deals 50 pure damage to all enemies in a radius. Destroys most enemy summoned units, dominated units and illusions.\n<h1>Passive: Mana Break</h1> Each attack burns %mana_burn% mana from the target, and deals the same amount in physical damage. <br><br>Burns %mana_burn_illusion_melee% mana per attack from melee illusions and %mana_burn_illusion_ranged% mana per attack from ranged illusions.<br><br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Basic Dispel</span>"
		"DOTA_Tooltip_ability_item_staff_of_negation_Note0"                     "Applies Basic Dispel to enemies (removes buffs) and allies (removes debuffs)."
		"DOTA_Tooltip_ability_item_staff_of_negation_Note1"                     "Shares cooldown with Rod of Atos."
		"DOTA_Tooltip_ability_item_staff_of_negation_Note2"						"Has no effect on spell immune enemies."
		"DOTA_Tooltip_ability_item_staff_of_negation_Lore"                      "Staff that dispels all magic in an area."
		"DOTA_Tooltip_ability_item_staff_of_negation_bonus_str"                 "+$str"
		"DOTA_Tooltip_ability_item_staff_of_negation_bonus_agi"                 "+$agi"
		"DOTA_Tooltip_ability_item_staff_of_negation_bonus_int"                 "+$int"
		"DOTA_Tooltip_ability_item_staff_of_negation_bonus_hp"                  "+$health"
		"DOTA_Tooltip_ability_item_staff_of_negation_bonus_dmg"                 "+$damage"
		"DOTA_Tooltip_ability_item_staff_of_negation_bonus_attack_speed"        "+$attack"
		"DOTA_Tooltip_ability_item_staff_of_negation_bonus_mana_regen"          "+$mana_regen"
		"DOTA_Tooltip_ability_item_staff_of_negation_move_speed_slow"           "%NEGATE MOVE SPEED SLOW:"
		"DOTA_Tooltip_ability_item_staff_of_negation_attack_speed_slow"         "NEGATE ATTACK SPEED SLOW:"
		"DOTA_Tooltip_ability_item_staff_of_negation_duration"                  "NEGATE DURATION:"
		"DOTA_Tooltip_ability_item_staff_of_negation_radius"                    "NEGATE RADIUS:"
		
		"DOTA_Tooltip_item_modifier_negate_slow"                                "Negated"
		"DOTA_Tooltip_item_modifier_negate_slow_Description"                    "Leashed, disabled healing, revealed in Fog of War, movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
//========================================================================================
// Stoneskin Armor
//========================================================================================

"DOTA_Tooltip_Ability_item_stoneskin"                              "Stoneskin Armor"
"DOTA_Tooltip_Ability_item_stoneskin_Description"                  "<h1>Active: Stone Form</h1> Grants %stone_armor% armor, %stone_status_resist%%% status resistance and %stone_deflect_chance%%% chance to deflect ranged attacks to any unit within %stone_deflect_radius% radius. But your movement speed is set to %stone_move_speed%. Lasts %duration% seconds.\n<h1>Passive: Stone Skin Aura</h1> Amplifies healing, regeneration, lifesteal and spell lifesteal of nearby allies by %hp_regen_amp%%%. <br><br>Radius: %aura_radius%"
"DOTA_Tooltip_Ability_item_stoneskin_Lore"                         "Massive and hefty ice armor bestows incredible defense on the user."
"DOTA_Tooltip_Ability_item_stoneskin_Note0"                        "Deflected attacks don't proc attack modifiers and don't pierce spell immunity."
"DOTA_Tooltip_Ability_item_stoneskin_Note1"                        "Stone Skin Aura only amplifies received healing."
"DOTA_Tooltip_Ability_item_stoneskin_bonus_armor"                  "+$armor"

"DOTA_Tooltip_modifier_item_stoneskin_active"                      "Stone Form"
"DOTA_Tooltip_modifier_item_stoneskin_active_Description"          "Bonus %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% armor, %dMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%% status resistance and a chance to block damage from ranged attacks."

"DOTA_Tooltip_modifier_item_stoneskin_aura_effect"                 "Stone Skin Aura"
"DOTA_Tooltip_modifier_item_stoneskin_aura_effect_Description"     "Healing, regeneration, lifesteal and spell lifesteal amplified by %dMODIFIER_PROPERTY_LIFESTEAL_AMPLIFY_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_item_custom_stout_shield"                              "Stout Shield"
		"DOTA_Tooltip_ability_item_custom_stout_shield_Description"                  "<h1>Passive: Damage Block</h1>Grants a %block_chance%%% chance to block %damage_block_melee% damage from incoming attacks on melee heroes, and %damage_block_ranged% damage on ranged."
		"DOTA_Tooltip_ability_item_custom_stout_shield_Lore"                         "One man's wine barrel bottom is another man's shield."
		"DOTA_Tooltip_ability_item_custom_stout_shield_Note0"                        "Multiple sources of damage block stack."

		"DOTA_Tooltip_ability_item_recipe_ultimate_king_bar"                    	"Recipe for Ultimate King Bar"
		"DOTA_Tooltip_ability_item_recipe_ultimate_king_bar_Description"        	""
		
		"DOTA_Tooltip_ability_item_ultimate_king_bar"                           	"Ultimate King Bar"
		"DOTA_Tooltip_ability_item_ultimate_king_bar_Description"               	"<h1>Active: Divine Avatar</h1> Grants Spell Immunity and 100%% Damage Resistance to all damage types. Some abilities can still pierce Spell Immunity.<br><br>Duration: %duration% <br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Basic Dispel</span>"
		"DOTA_Tooltip_ability_item_ultimate_king_bar_Note0"                     	"Shares cooldown with Black King Bar."
		"DOTA_Tooltip_ability_item_ultimate_king_bar_Note1"							"Orb of Reflection doesn't work during Divine Avatar."
		"DOTA_Tooltip_ability_item_ultimate_king_bar_Lore"                      	"A powerful staff imbued with the strength of the gods."
		"DOTA_Tooltip_ability_item_ultimate_king_bar_bonus_str"                 	"+$str"
		"DOTA_Tooltip_ability_item_ultimate_king_bar_bonus_agi"                 	"+$agi"
		"DOTA_Tooltip_ability_item_ultimate_king_bar_bonus_int"                 	"+$int"
		"DOTA_Tooltip_ability_item_ultimate_king_bar_bonus_dmg"                 	"+$damage"
		
		"DOTA_Tooltip_item_modifier_forgotten_king_bar_damage_shield"               "Divine Avatar"
		"DOTA_Tooltip_item_modifier_forgotten_king_bar_damage_shield_Description"   "Spell immune and immune to all damage."

		"DOTA_Tooltip_ability_item_recipe_wraith_band_old"                     "Recipe for Old Wraith Band"
		"DOTA_Tooltip_ability_item_recipe_wraith_band_old_Description"         ""

		"DOTA_Tooltip_ability_item_wraith_band_old"                            "Old Wraith Band"
		"DOTA_Tooltip_ability_item_wraith_band_old_Description"                ""
		"DOTA_Tooltip_ability_item_wraith_band_old_Lore"                       "Not Wraith Pact"
		"DOTA_Tooltip_ability_item_wraith_band_old_bonus_agility"              "+$agi"
		"DOTA_Tooltip_ability_item_wraith_band_old_bonus_intellect"            "+$int"
		"DOTA_Tooltip_ability_item_wraith_band_old_bonus_strength"             "+$str"

		"DOTA_Tooltip_ability_combie_death_lust"                                "Death Lust"
		"DOTA_Tooltip_ability_combie_death_lust_Description"                    ""
		"DOTA_Tooltip_ability_combie_death_lust_Note0"                          ""
		"DOTA_Tooltip_ability_combie_death_lust_Lore"                           ""
		"DOTA_Tooltip_ability_combie_death_lust_creep_duration"                 "CREEP DURATION:"
		"DOTA_Tooltip_ability_combie_death_lust_hero_duration"                  "HERO DURATION:"
		"DOTA_Tooltip_ability_combie_death_lust_move_speed_slow"                "%MOVE SPEED SLOW:"
		"DOTA_Tooltip_ability_combie_death_lust_attack_speed_slow"              "ATTACK SPEED SLOW:"
		"DOTA_Tooltip_ability_combie_death_lust_attack_speed_bonus"             "ATTACK SPEED BONUS:"
		"DOTA_Tooltip_ability_combie_death_lust_buff_duration"                  "BUFF DURATION:"
		
		"DOTA_Tooltip_modifier_custom_death_lust_slow"                          "Death Lust Slow"
		"DOTA_Tooltip_modifier_custom_death_lust_slow_Description"              "Movement speed and attack speed reduced with each hit by a Combie."

		"DOTA_Tooltip_modifier_custom_death_lust_buff"                          "Death Lust"
		"DOTA_Tooltip_modifier_custom_death_lust_buff_Description"              "Increased attack speed."

		"DOTA_Tooltip_ability_corpse_lord_summon_undead"                        "Summon Undead"
		"DOTA_Tooltip_ability_corpse_lord_summon_undead_Description"            "Corpse Lord often summons more Combies."
		"DOTA_Tooltip_ability_corpse_lord_summon_undead_Note0"                  ""
		"DOTA_Tooltip_ability_corpse_lord_summon_undead_Lore"                   ""
		"DOTA_Tooltip_ability_corpse_lord_summon_undead_number_of_zombies"      "NUMBER OF COMBIES:"

		"DOTA_Tooltip_ability_exploding_zombie_acid_spray"                      "Exploding on Death"
		"DOTA_Tooltip_ability_exploding_zombie_acid_spray_Description"          "This zombie explodes on death dealing massive magical damage and releasing acid spray that reduces armor and deals physical damage to units inside of it."
		"DOTA_Tooltip_ability_exploding_zombie_acid_spray_Note0"                ""
		"DOTA_Tooltip_ability_exploding_zombie_acid_spray_Lore"                 ""
		"DOTA_Tooltip_ability_exploding_zombie_acid_spray_radius"               "RADIUS:"
		"DOTA_Tooltip_ability_exploding_zombie_acid_spray_duration"             "ACID SPRAY DURATION:"
		"DOTA_Tooltip_ability_exploding_zombie_acid_spray_damage_per_second"    "DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_exploding_zombie_acid_spray_armor_reduction"      "ARMOR REDUCTION:"
		//"DOTA_Tooltip_ability_exploding_zombie_acid_spray_tick_rate"          "TICK RATE:"
		"DOTA_Tooltip_ability_exploding_zombie_acid_spray_damage_explode"       "EXPLOSION DAMAGE:"

		"DOTA_Tooltip_custom_acid_spray_armor_reduction_aura"                   "Acid Spray"
		"DOTA_Tooltip_custom_acid_spray_armor_reduction_aura_Description"       "Reduced armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_ability_creature_fire_breath"                             "Fire Breath"
		"DOTA_Tooltip_ability_creature_fire_breath_Description"                 ""
		"DOTA_Tooltip_ability_creature_fire_breath_Note0"                       ""
		"DOTA_Tooltip_ability_creature_fire_breath_Lore"                        ""
		"DOTA_Tooltip_ability_creature_fire_breath_radius"                      "RADIUS:"
		"DOTA_Tooltip_ability_creature_fire_breath_damage"                      "DAMAGE:"

		"DOTA_Tooltip_ability_lich_custom_minor_frost_blast"                              "Minor Frost Blast"
		"DOTA_Tooltip_ability_lich_custom_minor_frost_blast_Description"                  "Blasts the target enemy unit with damaging frost, dealing area damage and slowing movement and attack speed for the duration. The primary target takes the most damage. Ignores spell blocks and Lotus Orbs."
		"DOTA_Tooltip_ability_lich_custom_minor_frost_blast_Note0"                        ""
		"DOTA_Tooltip_ability_lich_custom_minor_frost_blast_Lore"                         ""
		"DOTA_Tooltip_ability_lich_custom_minor_frost_blast_radius"                       "RADIUS:"
		"DOTA_Tooltip_ability_lich_custom_minor_frost_blast_slow_movement_speed"          "%MOVE SPEED SLOW:"
		"DOTA_Tooltip_ability_lich_custom_minor_frost_blast_slow_attack_speed"            "ATTACK SPEED SLOW:"
		"DOTA_Tooltip_ability_lich_custom_minor_frost_blast_aoe_damage"                   "AOE DAMAGE:"
		"DOTA_Tooltip_ability_lich_custom_minor_frost_blast_duration"                     "SLOW DURATION:"
